tconst	 titleType	 primaryTitle	 isAdult	 startYear	 endYear	 runtimeMinutes	 genres	 region	 language	IMDB rating
tt0016634	movie	Beau Geste	0	1926	\N	101	"Action,Adventure,Drama"	PT	\N	7
tt0593135	tvEpisode	I Think We're Alone Now	0	2004	\N	22	Comedy	US	\N	7.4
tt0045644	movie	Confidentially Connie	0	1953	\N	74	"Comedy,Family"	US	\N	5.9
tt0057450	short	Renaissance	0	1963	\N	10	"Animation,Short"	\N	\N	7.1
tt0412019	movie	Broken Flowers	0	2005	\N	106	"Comedy,Drama,Mystery"	PT	\N	7.2
tt0107413	movie	Life with Mikey	0	1993	\N	91	"Comedy,Family"	DE	\N	5.6
tt0039399	short	Fright Night	0	1947	\N	18	"Comedy,Short"	US	\N	7.9
tt0108107	tvMovie	Sharpe's Eagle	0	1993	\N	100	"Action,Adventure,History"	BG	bg	7.9
tt0457290	movie	Striking Range	0	2006	\N	96	"Action,Thriller"	PT	\N	3.8
tt0389326	movie	Riding Giants	0	2004	\N	105	"Documentary,History,Sport"	BR	\N	7.9
tt1276940	video	Belly 2: Millionaire Boyz Club	0	2008	\N	76	Drama	US	\N	3.5
tt0110074	movie	The Hudsucker Proxy	0	1994	\N	111	"Comedy,Drama,Fantasy"	SI	\N	7.2
tt0488539	movie	Farce of the Penguins	0	2006	\N	80	"Animation,Comedy"	GR	\N	4.1
tt0821638	tvMovie	Bury My Heart at Wounded Knee	0	2007	\N	133	"Drama,History,Western"	IT	\N	7.1
tt1398941	video	Superman/Batman: Public Enemies	0	2009	\N	67	"Action,Animation,Drama"	RO	\N	7.2
tt0449573	movie	California Dreamin' (Nesfarsit)	0	2007	\N	155	"Comedy,Drama,War"	GR	\N	7.8
tt0034578	movie	Captains of the Clouds	0	1942	\N	114	"Action,Drama,War"	US	\N	6.4
tt2147365	movie	Keith Lemon: The Film	0	2012	\N	85	Comedy	RU	\N	2.6
tt0031754	movie	On Borrowed Time	0	1939	\N	99	"Drama,Fantasy"	DK	\N	7.7
tt0118880	movie	Con Air	0	1997	\N	115	"Action,Crime,Thriller"	FI	\N	6.9
tt0011570	movie	Le petit poucet	0	1920	\N	\N	\N	XWW	en	\N
tt0477404	movie	À travers la forêt	0	2005	\N	65	"Drama,Fantasy"	US	\N	6.6
tt0051542	movie	Corridors of Blood	0	1958	\N	86	"Crime,Horror,Thriller"	IT	\N	6.5
tt1284028	movie	Love the Beast	0	2009	\N	92	"Documentary,Sport"	\N	\N	7.5
tt0095415	movie	Judgment in Berlin	0	1988	\N	96	Drama	GR	\N	5.8
tt0120800	movie	Quest for Camelot	0	1998	\N	86	"Adventure,Animation,Comedy"	\N	\N	6.3
tt0071080	movie	11 Harrowhouse	0	1974	\N	94	"Comedy,Crime,Thriller"	TR	tr	6.3
tt0372122	movie	Adam & Steve	0	2005	\N	99	"Comedy,Drama,Music"	RU	\N	5.9
tt0104057	movie	Daughters of the Dust	0	1991	\N	112	"Drama,History,Romance"	RU	\N	6.5
tt0295178	movie	Austin Powers in Goldmember	0	2002	\N	94	"Action,Adventure,Comedy"	US	\N	6.2
tt0143012	movie	Zatôichi no uta ga kikoeru	0	1966	\N	83	"Action,Adventure,Drama"	US	\N	7.4
tt4703892	short	Die Mitte der Welt	0	2011	\N	3	"Drama,Short"	DE	\N	\N
tt0556257	tvEpisode	Howl	0	2000	\N	\N	Drama	US	\N	\N
tt0285320	short	Rogue	0	2001	\N	\N	Short	AU	\N	5.5
tt1453405	movie	Monsters University	0	2013	\N	104	"Adventure,Animation,Comedy"	PE	\N	7.3
tt0195366	video	U.S. Seals	0	2000	\N	90	"Action,Thriller"	IT	\N	4.3
tt0053335	movie	"Tarzan, the Ape Man"	0	1959	\N	82	"Action,Adventure,Romance"	GR	\N	4
tt0908245	tvEpisode	Phil Spector	0	2003	\N	\N	"Biography,Documentary"	\N	\N	\N
tt0114039	movie	Once Upon a Time... When We Were Colored	0	1995	\N	115	"Drama,Romance"	US	\N	7.1
tt1210039	movie	Blood Done Sign My Name	0	2010	\N	128	Drama	US	\N	6.6
tt0125319	movie	Kitchen Party	0	1997	\N	92	Comedy	\N	\N	6.2
tt0127185	video	Pure	1	1998	\N	75	Adult	US	\N	6.9
tt0116169	movie	Edie & Pen	0	1996	\N	96	Comedy	\N	\N	5.7
tt0108906	tvSeries	Riget	0	1994	1997	561	"Comedy,Drama,Fantasy"	BG	bg	8.3
tt0338977	movie	L'esquive	0	2003	\N	117	"Comedy,Drama,Romance"	ES	\N	6.9
tt1579236	tvMovie	I Know What I Saw	0	2009	\N	92	Documentary	US	\N	7.4
tt0864835	movie	Mr. Peabody & Sherman	0	2014	\N	92	"Adventure,Animation,Comedy"	RO	\N	6.8
tt0038816	movie	Out California Way	0	1946	\N	67	"Music,Western"	US	\N	6.2
tt0088213	movie	Swing Shift	0	1984	\N	100	"Drama,Romance,War"	BR	\N	5.9
tt1605772	short	The Shack	0	2010	\N	8	"Drama,Short"	AU	\N	\N
tt0058091	movie	Fate Is the Hunter	0	1964	\N	106	"Drama,Mystery,Thriller"	CA	en	6.9
tt2625598	movie	Living on One Dollar	0	2013	\N	56	"Adventure,Documentary,Drama"	HU	\N	7.3
tt0183790	movie	A Knight's Tale	0	2001	\N	132	"Action,Adventure,Romance"	CZ	\N	6.9
tt2258337	movie	Eega	0	2012	\N	145	"Action,Comedy,Fantasy"	UA	\N	7.7
tt0158279	short	Torn	0	1998	\N	\N	"Drama,Romance,Short"	US	\N	6
tt0050622	movie	The Land Unknown	0	1957	\N	78	"Adventure,Fantasy,Sci-Fi"	CA	fr	5.7
tt0437806	tvMovie	Alone in the Wilderness	0	2004	\N	57	Documentary	US	\N	8.8
tt5340300	movie	Lean on Pete	0	2017	\N	121	"Adventure,Drama"	HR	\N	7.2
tt0102721	movie	Proof	0	1991	\N	86	"Drama,Romance"	FI	\N	7.2
tt0118158	movie	White Squall	0	1996	\N	129	"Adventure,Drama"	BG	bg	6.6
tt0138414	movie	Edge of Seventeen	0	1998	\N	99	"Comedy,Drama,Romance"	DE	\N	6.7
tt0282934	tvMovie	Sacrificio: Who Betrayed Che Guevara	0	2001	\N	60	Documentary	\N	\N	7.1
tt1299384	short	Short Term 12	0	2008	\N	21	"Drama,Short"	US	\N	7.4
tt0092225	movie	Wisdom	0	1986	\N	109	"Crime,Drama"	\N	\N	5.8
tt0304772	tvEpisode	Sweeney Todd	0	1970	\N	75	"Drama,Horror,Mystery"	GB	\N	7.1
tt0004465	movie	The Perils of Pauline	0	1914	\N	199	"Action,Adventure,Drama"	\N	\N	6.4
tt0103132	movie	Trys dienos	0	1991	\N	75	Drama	\N	\N	7
tt0177068	movie	Once in the Life	0	2000	\N	107	"Crime,Drama"	DE	\N	5.3
tt0057693	movie	X	0	1963	\N	79	"Horror,Sci-Fi,Thriller"	CA	en	6.7
tt0053434	movie	Warlock	0	1959	\N	121	"Drama,Western"	DK	\N	7.2
tt0211181	movie	102 Dalmatians	0	2000	\N	100	"Adventure,Comedy,Family"	PL	\N	4.9
tt0445158	movie	13 Lakes	0	2004	\N	135	Documentary	PL	\N	7.1
tt1204341	movie	The Universe of Keith Haring	0	2008	\N	90	Documentary	\N	\N	7.5
tt1528734	movie	Food Matters	0	2008	\N	80	Documentary	AU	\N	7.7
tt0780568	movie	Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler	0	2007	\N	89	"Comedy,Drama,War"	ES	\N	5.5
tt0038053	movie	Saratoga Trunk	0	1945	\N	135	"Drama,Romance,Western"	PT	\N	6.5
tt0402706	tvSeries	That's Entertainment	0	1986	\N	\N	Musical	PH	\N	6.8
tt3082826	movie	Kelly & Cal	0	2014	\N	111	"Comedy,Drama"	US	\N	6.2
tt0022337	movie	Salto Mortale	0	1931	\N	95	Drama	DK	\N	5.9
tt2402105	movie	Dom Hemingway	0	2013	\N	93	"Comedy,Crime,Drama"	\N	\N	6.2
tt1047011	movie	Song for Marion	0	2012	\N	90	"Comedy,Drama,Music"	HU	\N	7
tt9489068	tvEpisode	Stolen Children	0	1992	\N	\N	"Documentary,History"	\N	\N	\N
tt0073293	movie	Lies My Father Told Me	0	1975	\N	102	Drama	CA	fr	6.7
tt0112483	movie	Best of the Best 3: No Turning Back	0	1995	\N	90	"Action,Crime,Drama"	GR	\N	4.8
tt0271263	movie	Eight Crazy Nights	0	2002	\N	76	"Animation,Comedy,Musical"	CA	fr	5.4
tt1801038	movie	Boheemi elää	0	2011	\N	75	"Biography,Documentary"	\N	\N	7.5
tt0029808	movie	You Only Live Once	0	1937	\N	86	"Crime,Drama,Film-Noir"	ES	\N	7.4
tt0006440	short	Blood Money	0	1917	\N	\N	"Short,Western"	US	\N	\N
tt0277027	movie	I Am Sam	0	2001	\N	132	Drama	RS	\N	7.6
tt0745646	tvEpisode	King Corn	0	2005	\N	44	Drama	US	\N	8
tt0362449	tvSpecial	Björk at the Royal Opera House	0	2002	\N	42	Music	FI	\N	9.2
tt0057812	movie	7 Faces of Dr. Lao	0	1964	\N	100	"Fantasy,Mystery,Western"	US	\N	7.3
tt0119698	movie	Mononoke-hime	0	1997	\N	134	"Adventure,Animation,Fantasy"	\N	\N	8.4
tt0300471	movie	Shanghai Knights	0	2003	\N	114	"Action,Adventure,Comedy"	HU	\N	6.2
tt0032469	movie	Fingers	0	1941	\N	69	Drama	GB	\N	\N
tt0029047	movie	In Old Chicago	0	1938	\N	95	"Action,Drama,Musical"	JP	\N	6.8
tt1186367	movie	Ninja Assassin	0	2009	\N	99	"Action,Thriller"	ES	\N	6.3
tt0074262	movie	Cadaveri eccellenti	0	1976	\N	120	"Crime,Mystery,Thriller"	SUHH	ru	7.4
tt10202610	tvEpisode	Public Speaking	0	1993	\N	\N	Talk-Show	\N	\N	\N
tt0094669	movie	Appointment with Death	0	1988	\N	102	"Crime,Drama,Mystery"	PT	\N	6.2
tt0470765	movie	For Your Consideration	0	2006	\N	86	Comedy	DE	\N	6.3
tt0030302	movie	Just Around the Corner	0	1938	\N	70	"Comedy,Drama,Music"	HU	\N	6.7
tt0116866	movie	Level Five	0	1997	\N	106	"Documentary,Romance,War"	\N	\N	7.1
tt0367652	movie	Deuce Bigalow: European Gigolo	0	2005	\N	83	Comedy	VE	\N	4.7
tt0212932	short	Election Day	0	1999	\N	21	Short	IL	\N	\N
tt0090852	movie	Clockwise	0	1986	\N	96	Comedy	XWG	\N	6.6
tt10254914	short	Friend Zone	0	\N	\N	\N	"Crime,Drama,Music"	\N	\N	\N
tt0292610	movie	No Good Deed	0	2002	\N	103	"Action,Crime,Drama"	GR	\N	5.5
tt2562232	movie	Birdman or (The Unexpected Virtue of Ignorance)	0	2014	\N	119	"Comedy,Drama"	GB	\N	7.7
tt0080139	movie	Winter Kills	0	1979	\N	97	"Comedy,Drama,Mystery"	IE	en	6.2
tt0044314	movie	5 Fingers	0	1952	\N	108	"Drama,Film-Noir,Thriller"	TR	tr	7.7
tt1302210	video	Yo Yo	0	2008	\N	7	"Drama,Short"	US	\N	\N
tt0111275	movie	Staggered	0	1994	\N	95	Comedy	ES	ca	5.6
tt0109956	tvMovie	Guinevere	0	1994	\N	96	"Adventure,Fantasy"	BR	\N	5
tt1691916	movie	Before I Fall	0	2017	\N	98	"Drama,Fantasy,Mystery"	GR	\N	6.4
tt0050271	movie	Crime of Passion	0	1956	\N	86	"Crime,Drama,Film-Noir"	\N	\N	6.5
tt0078326	movie	Straight Time	0	1978	\N	114	"Crime,Drama"	NO	\N	7.4
tt0100912	movie	Werner - Beinhart!	0	1990	\N	93	"Action,Animation,Comedy"	IT	\N	6.7
tt1117667	tvMiniSeries	XIII: The Movie	0	2008	\N	180	"Action,Crime,Mystery"	US	\N	6.7
tt0055247	movie	Offbeat	0	1961	\N	71	Crime	\N	\N	7.2
tt0115491	video	Aladdin and the King of Thieves	0	1996	\N	81	"Adventure,Animation,Comedy"	FR	\N	6.4
tt2520808	video	What About Dick?	0	2012	\N	81	Comedy	\N	\N	7.4
tt0120032	movie	Romy and Michele's High School Reunion	0	1997	\N	92	Comedy	SE	\N	6.2
tt0103074	movie	Thelma & Louise	0	1991	\N	130	"Adventure,Crime,Drama"	CA	en	7.5
tt0020929	movie	Good News	0	1930	\N	90	"Comedy,Musical"	US	\N	5.5
tt0117969	movie	Trojan Eddie	0	1996	\N	105	"Crime,Drama,Romance"	\N	\N	6.2
tt0053472	movie	À bout de souffle	0	1960	\N	90	"Crime,Drama"	LT	\N	7.9
tt1226271	movie	The Damned United	0	2009	\N	98	"Biography,Drama,Sport"	PT	\N	7.5
tt0432402	movie	Factory Girl	0	2006	\N	90	"Biography,Drama"	BR	\N	6.5
tt0456658	movie	Qing hong	0	2005	\N	123	Drama	BR	\N	7
tt0023973	movie	The Eagle and the Hawk	0	1933	\N	73	"Action,Drama,War"	BR	\N	7
tt0075574	tvSeries	Rosie	0	1977	1981	30	Comedy	GB	\N	7.6
tt0059297	movie	I Saw What You Did	0	1965	\N	82	"Comedy,Horror,Thriller"	TR	tr	6.3
tt0812243	movie	Ex Drummer	0	2007	\N	90	"Comedy,Crime,Drama"	HU	\N	7
tt1055366	tvMovie	Camp Rock	0	2008	\N	94	"Comedy,Family,Music"	GR	\N	5.1
tt0985680	movie	Underbar och älskad av alla (och på jobbet går det också bra)	0	2007	\N	106	"Comedy,Drama"	AT	\N	4.9
tt0083232	movie	True Confessions	0	1981	\N	108	"Crime,Drama"	PL	\N	6.3
tt1235841	movie	Medianeras	0	2011	\N	95	"Comedy,Drama"	IL	he	7.5
tt0437300	short	Lisa i zayats	0	1973	\N	12	"Animation,Family,Short"	IT	\N	7.2
tt0026361	movie	First a Girl	0	1935	\N	94	"Comedy,Musical"	GB	\N	7
tt0383534	movie	Noel	0	2004	\N	96	Drama	ES	ca	6.2
tt6981066	tvMovie	Murdered for Being Different	0	2017	\N	61	"Crime,Drama"	GB	\N	7.9
tt1701976	movie	Urbanized	0	2011	\N	85	Documentary	PL	\N	7.4
tt0091055	movie	Firewalker	0	1986	\N	105	"Action,Adventure,Comedy"	XWG	\N	5.1
tt0021504	movie	Undertow	0	1930	\N	65	"Drama,Romance"	\N	\N	6.5
tt0249108	movie	The Recruit	0	1990	\N	\N	\N	\N	\N	4.9
tt0092548	movie	American Ninja 2: The Confrontation	0	1987	\N	90	"Action,Drama"	HU	\N	4.9
tt0498380	movie	Letters from Iwo Jima	0	2006	\N	141	"Action,Adventure,Drama"	JP	\N	7.9
tt11123518	tvEpisode	My Little Pony: Equestria Girls	0	2015	\N	\N	Comedy	\N	\N	\N
tt0051638	movie	From the Earth to the Moon	0	1958	\N	101	"Adventure,Fantasy,Sci-Fi"	BE	fr	5.1
tt0225434	short	Coven	0	2000	\N	40	"Drama,Horror,Short"	\N	\N	5.3
tt0625490	tvEpisode	Bessie	0	1961	\N	30	"Adventure,Drama,Family"	\N	\N	7.6
tt1223379	movie	Sundome	0	2007	\N	81	Drama	JP	\N	5.1
tt0102396	movie	Manta - Der Film	0	1991	\N	90	"Comedy,Romance"	\N	\N	4.4
tt10766678	tvEpisode	The Kid Who Would Be King	0	2019	\N	\N	Music	\N	\N	\N
tt0083511	movie	48 Hrs.	0	1982	\N	96	"Action,Comedy,Crime"	PL	\N	6.9
tt0035068	movie	Miss Annie Rooney	0	1942	\N	82	"Comedy,Drama,Romance"	ES	\N	6.5
tt2283362	movie	Jumanji: Welcome to the Jungle	0	2017	\N	119	"Action,Adventure,Comedy"	RO	\N	6.9
tt0579783	tvEpisode	The Purge	0	1999	\N	\N	"Adventure,Drama,Mystery"	\N	\N	7.2
tt0015833	movie	The Fool	0	1925	\N	100	Drama	BR	\N	\N
tt0083960	movie	Forced Vengeance	0	1982	\N	90	"Action,Adventure,Crime"	BR	\N	5.7
tt0337744	movie	Vlad	0	2003	\N	98	"Horror,Thriller"	US	\N	3.4
tt0063671	movie	Targets	0	1968	\N	90	"Crime,Drama,Thriller"	MX	\N	7.3
tt0088708	movie	American Ninja	0	1985	\N	95	"Action,Adventure,Romance"	GB	\N	5.5
tt0379296	movie	Game Over: Kasparov and the Machine	0	2003	\N	90	Documentary	BR	\N	6.8
tt2942512	movie	U ri Sunhi	0	2013	\N	88	"Comedy,Drama,Romance"	FR	\N	6.8
tt0095629	movie	Midnight Crossing	0	1988	\N	104	"Mystery,Thriller"	IT	\N	4.6
tt0418753	movie	Inside Deep Throat	0	2005	\N	89	"Biography,Documentary,History"	BR	\N	6.7
tt0230783	movie	Signs & Wonders	0	2000	\N	105	Drama	PL	\N	5.9
tt0084616	movie	Running on Empty	0	1982	\N	83	"Action,Drama,Sport"	AU	\N	5.9
tt0062868	movie	Deadfall	0	1968	\N	120	"Crime,Drama"	BG	bg	5.7
tt0040278	movie	Deadline	0	1948	\N	57	Western	US	\N	8.1
tt10383448	tvEpisode	Pokemon: The Movie 2000	0	2019	\N	25	Comedy	\N	\N	\N
tt0364517	movie	Jeux d'enfants	0	2003	\N	93	"Comedy,Drama,Romance"	XWW	en	7.6
tt2637276	movie	Ted 2	0	2015	\N	115	Comedy	CL	\N	6.3
tt0367171	tvMovie	True Story	0	1998	\N	\N	Drama	DK	\N	\N
tt0233142	movie	3000 Miles to Graceland	0	2001	\N	125	"Action,Comedy,Crime"	CA	fr	6
tt0365402	movie	Kai wang chun tian de di tie	0	2002	\N	93	"Drama,Romance"	XWW	en	7
tt0323531	video	Out for a Kill	0	2003	\N	90	"Action,Crime,Thriller"	PL	\N	3.4
tt0073107	movie	Hester Street	0	1975	\N	89	"Drama,Romance"	BG	bg	6.9
tt0040798	movie	"Sleep, My Love"	0	1948	\N	97	"Drama,Film-Noir,Mystery"	SE	\N	6.8
tt0105602	movie	Tito i ja	0	1992	\N	118	"Comedy,Drama,Romance"	RU	\N	8
tt0012430	movie	Madeleine	0	1919	\N	\N	\N	\N	\N	\N
tt0042593	movie	In a Lonely Place	0	1950	\N	94	"Drama,Film-Noir,Mystery"	GR	\N	8
tt0092676	movie	Bloody New Year	0	1987	\N	90	"Horror,Mystery,Sci-Fi"	FR	\N	4.6
tt0023028	movie	Hot Saturday	0	1932	\N	73	"Drama,Romance"	\N	\N	6.6
tt0041555	movie	Knock on Any Door	0	1949	\N	100	"Crime,Drama,Film-Noir"	DK	\N	6.8
tt0380615	movie	Paper Clips	0	2004	\N	82	"Documentary,War"	RU	\N	7.3
tt1079372	movie	Midnight Chronicles	0	2009	\N	100	"Action,Adventure,Fantasy"	\N	\N	3.7
tt0034012	movie	Penny Serenade	0	1941	\N	119	"Drama,Romance"	BR	\N	7.1
tt4494718	movie	Final Portrait	0	2017	\N	90	"Biography,Comedy,Drama"	TR	tr	6.2
tt0410377	movie	Nim's Island	0	2008	\N	96	"Adventure,Family,Fantasy"	DE	\N	6
tt0212712	movie	2046	0	2004	\N	129	"Drama,Romance,Sci-Fi"	AR	\N	7.4
tt0074829	movie	La lupa mannara	0	1976	\N	79	Horror	IT	\N	5.2
tt0348836	movie	Gothika	0	2003	\N	98	"Horror,Mystery,Thriller"	CA	fr	5.8
tt0118925	movie	"Dancer, Texas Pop. 81"	0	1998	\N	97	"Comedy,Drama,Family"	\N	\N	6.6
tt0093040	movie	Forest of Bliss	0	1986	\N	90	Documentary	\N	\N	7.4
tt0882742	movie	Alice Upside Down	0	2007	\N	91	"Adventure,Comedy,Drama"	FR	\N	5.2
tt0120906	movie	Zero Effect	0	1998	\N	116	"Comedy,Crime,Drama"	BR	\N	6.9
tt0057905	movie	Bullet for a Badman	0	1964	\N	80	Western	SE	\N	6.4
tt0010768	movie	Thieves	0	1919	\N	\N	"Crime,Drama"	US	\N	\N
tt2402539	tvMovie	American Horror House	0	2012	\N	83	Horror	DE	\N	3.8
tt0030202	movie	The Great Waltz	0	1938	\N	104	"Biography,Drama,Music"	CL	\N	6.6
tt0180677	video	Eros	1	1998	\N	87	"Adult,Drama,Fantasy"	US	\N	6.3
tt0120598	movie	Barney's Great Adventure	0	1998	\N	76	"Adventure,Comedy,Drama"	US	\N	3.1
tt0265222	short	Hank and Mike	0	2000	\N	15	"Comedy,Short"	CA	\N	5.5
tt0061113	movie	Trans-Europ-Express	0	1966	\N	105	"Comedy,Drama,Mystery"	\N	\N	7.1
tt10281970	short	Bullet to the Head	0	\N	\N	\N	Short	\N	\N	\N
tt0862856	movie	Trick 'r Treat	0	2007	\N	82	"Comedy,Horror"	IT	\N	6.8
tt0007558	movie	Where Are My Children?	0	1916	\N	62	Drama	\N	\N	6.4
tt0092147	movie	Vamp	0	1986	\N	93	"Comedy,Fantasy,Horror"	SUHH	ru	5.9
tt0055018	movie	The Innocents	0	1961	\N	100	Horror	US	\N	7.8
tt0066471	movie	Too Late the Hero	0	1970	\N	145	"Action,Drama,War"	HU	\N	6.7
tt0094816	movie	Burning Secret	0	1988	\N	106	Drama	GR	\N	6.4
tt0053825	movie	Flaming Star	0	1960	\N	101	Western	SUHH	ru	6.5
tt0108258	movie	Surf Ninjas	0	1993	\N	87	"Action,Adventure,Comedy"	US	\N	5.1
tt0030848	movie	Test Pilot	0	1938	\N	119	"Drama,Romance"	XYU	sr	6.9
tt1834303	movie	Tenchi meisatsu	0	2012	\N	141	Drama	\N	\N	6.8
tt8836988	movie	Avengement	0	2019	\N	90	"Action,Crime,Thriller"	\N	\N	6.5
tt0202381	movie	Guest House Paradiso	0	1999	\N	89	"Comedy,Thriller"	ES	\N	6.2
tt0076765	movie	Stíny horkého léta	0	1978	\N	100	"Drama,Thriller"	CSHH	\N	7.3
tt0086587	movie	Wild Horses	0	1984	\N	90	Drama	\N	\N	4.6
tt2197700	short	Last Shift	0	2012	\N	12	"Drama,Family,Short"	US	\N	\N
tt0086129	movie	Porky's II: The Next Day	0	1983	\N	98	Comedy	MX	\N	5.1
tt3733778	movie	Pay the Ghost	0	2015	\N	94	"Drama,Horror,Mystery"	MX	\N	5.2
tt1289406	movie	Harry Brown	0	2009	\N	103	"Action,Crime,Drama"	HU	\N	7.2
tt0020581	movie	Where East Is East	0	1929	\N	65	"Drama,Romance"	\N	\N	6.7
tt10374686	tvEpisode	The Secret Life of Pets 2	0	2019	\N	\N	\N	\N	\N	7.7
tt0120512	movie	Wild America	0	1997	\N	106	"Action,Adventure,Comedy"	FR	\N	6.3
tt0021647	movie	Beauty and the Boss	0	1932	\N	66	"Comedy,Romance"	US	\N	6.9
tt0100332	movie	Paris Is Burning	0	1990	\N	71	Documentary	SUHH	ru	8.2
tt0228054	movie	Bear with Me	0	2000	\N	96	"Adventure,Family"	FR	\N	5.5
tt2325909	movie	Kerron sinulle kaiken	0	2013	\N	95	"Drama,Romance"	XWW	en	6.7
tt0239450	movie	Harte Jungs	0	2000	\N	95	"Comedy,Fantasy,Romance"	GR	\N	5
tt0117466	movie	Reprise	0	1997	\N	192	Documentary	DE	\N	8.3
tt0055809	movie	Boys' Night Out	0	1962	\N	115	Comedy	IR	fa	6.6
tt0044036	movie	Silver City	0	1951	\N	90	"Action,Adventure,Romance"	DK	\N	6.2
tt0069390	movie	Tutti i colori del buio	0	1972	\N	95	"Horror,Thriller"	FR	\N	6.7
tt0630863	tvEpisode	Fear Me Not	0	1955	\N	30	Drama	\N	\N	\N
tt0440158	movie	Broken Bridges	0	2004	\N	96	Drama	IR	\N	7.5
tt0028174	movie	Revolt of the Zombies	0	1936	\N	65	"Adventure,Horror"	US	\N	3.3
tt0098256	movie	Sauna	0	1990	\N	\N	\N	\N	\N	3.5
tt0118852	movie	Chinese Coffee	0	2000	\N	99	Drama	\N	\N	7.2
tt0074292	movie	The Cassandra Crossing	0	1976	\N	129	"Drama,Thriller"	LT	\N	6.4
tt0126750	tvMovie	Into the Blue	0	1997	\N	120	"Crime,Drama,Mystery"	US	\N	6.1
tt1634016	movie	Kierrätyksen kuninkaat	0	2000	\N	53	Documentary	FI	\N	\N
tt2104852	movie	Amor?	0	2011	\N	\N	Drama	BR	\N	6.7
tt0101373	movie	At Play in the Fields of the Lord	0	1991	\N	189	"Drama,Romance"	SE	\N	6.9
tt0067541	movie	Wake in Fright	0	1971	\N	109	"Drama,Thriller"	DE	\N	7.7
tt2499818	movie	Drei Stunden	0	2012	\N	100	"Comedy,Romance"	DE	\N	6.2
tt0714130	tvEpisode	Woman in Love	0	1952	\N	30	"Drama,Mystery,Thriller"	\N	\N	6.6
tt2402200	movie	That Guy... Who Was in That Thing	0	2012	\N	79	Documentary	\N	\N	7.1
tt1780856	movie	Halt auf freier Strecke	0	2011	\N	110	Drama	SE	\N	7.6
tt0036910	movie	The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France	0	1944	\N	137	"Biography,Drama,History"	US	\N	7.1
tt0069992	tvMovie	Don't Be Afraid of the Dark	0	1973	\N	74	Horror	FI	\N	6.7
tt10851814	tvEpisode	Salting the Battlefield	0	2014	\N	\N	Drama	\N	\N	\N
tt0035022	short	Malta G.C.	0	1942	\N	19	"Documentary,Short"	GB	\N	7.2
tt5143700	movie	Snowtime!	0	2015	\N	82	"Animation,Comedy,Drama"	DE	\N	6.1
tt4688366	tvMovie	CSI: Immortality	0	2015	\N	87	"Crime,Drama,Mystery"	US	\N	7.5
tt0116913	movie	Looking for Richard	0	1996	\N	112	"Documentary,Drama"	DK	\N	7.3
tt0022268	movie	Platinum Blonde	0	1931	\N	89	"Comedy,Romance"	PT	\N	6.9
tt0262210	movie	Adanggaman	0	2000	\N	90	Drama	RU	\N	6.9
tt0713506	tvEpisode	Mine Games	0	1991	\N	22	"Adventure,Fantasy,Sci-Fi"	US	\N	8.5
tt0258000	movie	Panic Room	0	2002	\N	112	"Crime,Drama,Thriller"	GR	\N	6.8
tt0074795	movie	Lies	0	1976	\N	57	\N	CA	\N	4.8
tt0064247	movie	Don't Drink the Water	0	1969	\N	100	Comedy	ES	\N	5.8
tt0120036	movie	Rosewood	0	1997	\N	140	"Action,Drama,History"	PL	\N	7.2
tt1121786	movie	Formosa Betrayed	0	2009	\N	103	Thriller	BR	\N	6.1
tt0108122	movie	Short Cuts	0	1993	\N	188	"Comedy,Drama"	GR	\N	7.7
tt0104907	short	Momentum	0	1992	\N	20	"Documentary,Short"	CA	\N	6.1
tt1244659	movie	Extraordinary Measures	0	2010	\N	106	Drama	PE	\N	6.4
tt0081076	movie	Loulou	0	1980	\N	110	"Drama,Romance"	HU	\N	6.8
tt4163668	tvMovie	The Eichmann Show	0	2015	\N	90	"Drama,History"	FI	sv	6.5
tt0268995	movie	The Majestic	0	2001	\N	152	"Drama,Romance"	AR	\N	6.9
tt0077681	movie	The Hills Have Eyes	0	1977	\N	90	"Horror,Thriller"	DE	\N	6.3
tt2184287	movie	Summer in February	0	2013	\N	100	"Biography,Drama,Romance"	RU	\N	5.6
tt0052141	movie	Rock-a-Bye Baby	0	1958	\N	103	Comedy	GR	\N	6.7
tt0094056	movie	Street Smart	0	1987	\N	97	"Crime,Drama,Thriller"	GR	\N	6.4
tt0089457	movie	Ladyhawke	0	1985	\N	121	"Adventure,Comedy,Drama"	DK	\N	7
tt0112281	movie	Ace Ventura: When Nature Calls	0	1995	\N	90	"Adventure,Comedy,Crime"	GR	\N	6.4
tt0274872	movie	Soultanat al-sahra	0	1952	\N	\N	\N	\N	\N	\N
tt0298597	short	Vremena goda	0	1975	\N	29	"Documentary,Short"	AU	\N	7.6
tt0025919	movie	Twentieth Century	0	1934	\N	91	"Comedy,Romance"	CA	en	7.4
tt2226285	movie	Alles is familie	0	2012	\N	132	"Comedy,Drama,Romance"	NL	\N	6.6
tt1127702	movie	Mission London	0	2010	\N	107	Comedy	BG	bg	7.3
tt0454987	movie	Let's Go to Prison	0	2006	\N	84	"Comedy,Crime"	\N	\N	6
tt0398872	movie	Clifford's Really Big Movie	0	2004	\N	74	"Adventure,Animation,Comedy"	SE	\N	5.4
